var,id_entidad,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cicl,29,0.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
cicl,30,13.0,2.0,2.0,12.0,14.0,13.0,14.0,15.0,12.0,12.0,14.0,13.0,11.0,13.0,15.0,15.0,6.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0
cicl,31,14.0,8.0,20.0,14.0,22.0,21.0,10.0,12.0,8.0,8.0,7.0,5.0,8.0,9.0,7.0,9.0,8.0,8.0,9.0,8.0,8.0,5.0,2.0,3.0,1.0,3.0
cicl,32,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,3.0,3.0
cint,01,,,5.0,548.0,544.0,494.0,410.0,729.0,660.0,1008.0,277.0,503.0,378.0,418.0,368.0,796.0,983.0,349.0,299.0,178.0,85.0,57.0,227.0,302.0,312.0,432.0
cint,02,,,12.0,210.0,2471.0,2806.0,2546.0,13099.0,12420.0,11442.0,10763.0,14466.0,513.0,442.0,430.0,614.0,722.0,688.0,464.0,240.0,520.0,223.0,157.0,145.0,125.0,143.0
cint,03,,,5.0,349.0,430.0,377.0,359.0,360.0,499.0,958.0,1609.0,1636.0,1147.0,1018.0,948.0,806.0,843.0,543.0,753.0,619.0,897.0,585.0,509.0,195.0,280.0,435.0
cint,04,,,2.0,1578.0,1101.0,1442.0,1638.0,1520.0,1461.0,1460.0,1403.0,1002.0,333.0,219.0,345.0,316.0,331.0,273.0,192.0,156.0,167.0,341.0,249.0,224.0,220.0,268.0
cint,05,,,21.0,1731.0,1629.0,865.0,1430.0,2577.0,3409.0,3816.0,2622.0,1420.0,1275.0,1191.0,1614.0,1214.0,1506.0,1531.0,1446.0,1444.0,2028.0,1749.0,1784.0,1402.0,1699.0,1740.0
cint,06,,,8.0,235.0,792.0,1617.0,2331.0,2295.0,2959.0,3407.0,4554.0,4995.0,4070.0,4534.0,5079.0,5125.0,4670.0,2961.0,3473.0,3012.0,1690.0,750.0,844.0,654.0,597.0,624.0
cint,07,,,0.0,59.0,195.0,144.0,393.0,151.0,182.0,176.0,280.0,200.0,163.0,196.0,98.0,89.0,63.0,56.0,33.0,43.0,25.0,63.0,39.0,19.0,25.0,120.0
cint,08,,,26.0,741.0,1512.0,1316.0,1339.0,9599.0,7637.0,3978.0,2066.0,3678.0,2041.0,2125.0,1962.0,1040.0,1895.0,3363.0,3251.0,3432.0,1764.0,1260.0,1301.0,2326.0,2702.0,2819.0
cint,09,,,3.0,511.0,2034.0,2146.0,1934.0,987.0,1902.0,1717.0,1818.0,846.0,603.0,791.0,884.0,1081.0,826.0,649.0,269.0,234.0,245.0,273.0,357.0,181.0,269.0,454.0
cint,10,,,5.0,493.0,912.0,763.0,720.0,463.0,1248.0,1523.0,1179.0,1120.0,1015.0,908.0,1709.0,1883.0,549.0,602.0,765.0,668.0,659.0,543.0,647.0,820.0,985.0,1056.0
cint,11,,,4.0,3504.0,5740.0,6475.0,6037.0,12323.0,12339.0,13877.0,13045.0,10759.0,6759.0,3990.0,1499.0,1182.0,1828.0,1444.0,1600.0,1620.0,1136.0,1015.0,734.0,603.0,451.0,1126.0
cint,12,,,0.0,149.0,811.0,958.0,1027.0,931.0,1074.0,815.0,854.0,870.0,1290.0,965.0,681.0,875.0,1241.0,1269.0,1058.0,1429.0,1393.0,1552.0,1611.0,904.0,999.0,1107.0
cint,13,,,0.0,164.0,1187.0,2061.0,2013.0,486.0,320.0,133.0,145.0,109.0,108.0,214.0,235.0,663.0,811.0,321.0,140.0,109.0,83.0,48.0,110.0,166.0,277.0,693.0
cint,14,,,26.0,10587.0,16107.0,18332.0,19829.0,26337.0,27370.0,30377.0,36471.0,43168.0,38310.0,33345.0,32527.0,24064.0,878.0,13854.0,15858.0,14069.0,9240.0,11533.0,8935.0,7519.0,2691.0,1179.0
cint,15,,,2.0,1771.0,3787.0,1611.0,1476.0,1350.0,593.0,445.0,1042.0,8583.0,3965.0,2299.0,2196.0,829.0,1449.0,2665.0,744.0,4032.0,5180.0,2389.0,3959.0,773.0,2000.0,2967.0
cint,16,,,1.0,155.0,131.0,158.0,284.0,689.0,600.0,1366.0,876.0,666.0,530.0,354.0,574.0,788.0,1285.0,1375.0,1077.0,3043.0,2498.0,4016.0,4269.0,3539.0,2154.0,1953.0
cint,17,,,0.0,76.0,565.0,460.0,127.0,907.0,1148.0,2987.0,2898.0,3384.0,3454.0,3760.0,3655.0,3070.0,3996.0,3512.0,2994.0,2816.0,2332.0,2229.0,3278.0,2863.0,2771.0,2698.0
cint,18,,,1.0,756.0,1263.0,3326.0,2137.0,785.0,841.0,720.0,433.0,601.0,191.0,164.0,78.0,165.0,206.0,222.0,211.0,125.0,107.0,198.0,240.0,189.0,363.0,593.0
cint,19,,,38.0,1749.0,23362.0,27523.0,18508.0,16747.0,23037.0,24648.0,19548.0,14298.0,10685.0,25185.0,20256.0,26289.0,30432.0,39510.0,27423.0,20095.0,15542.0,12695.0,12999.0,10348.0,9931.0,13314.0
cint,20,,,0.0,657.0,1483.0,1731.0,1882.0,2223.0,1813.0,289.0,760.0,496.0,501.0,644.0,304.0,452.0,552.0,560.0,430.0,663.0,417.0,316.0,870.0,841.0,836.0,818.0
cint,21,,,0.0,33.0,80.0,440.0,515.0,314.0,234.0,332.0,1235.0,1395.0,1014.0,1048.0,1398.0,1945.0,894.0,1595.0,1061.0,1120.0,916.0,597.0,890.0,849.0,869.0,1063.0
cint,22,,,0.0,60.0,102.0,152.0,899.0,469.0,860.0,1135.0,1021.0,1646.0,1503.0,3725.0,10513.0,9077.0,8571.0,4731.0,1473.0,1346.0,1458.0,4033.0,1628.0,1225.0,1811.0,2650.0
cint,23,,,2.0,1526.0,3001.0,2897.0,2324.0,3931.0,6136.0,3629.0,2596.0,1748.0,1794.0,1415.0,1169.0,1634.0,2140.0,985.0,1127.0,1356.0,832.0,738.0,682.0,548.0,1048.0,1052.0
cint,24,,,2.0,986.0,1441.0,1822.0,1632.0,1997.0,1967.0,1982.0,1170.0,957.0,672.0,707.0,680.0,516.0,610.0,1071.0,1178.0,1075.0,1239.0,1211.0,1567.0,1513.0,1684.0,1524.0
cint,25,,,9.0,324.0,340.0,446.0,475.0,1561.0,828.0,559.0,962.0,808.0,1873.0,1072.0,912.0,816.0,669.0,931.0,820.0,646.0,720.0,696.0,499.0,412.0,468.0,527.0
cint,26,,,12.0,4658.0,7479.0,8217.0,8378.0,9507.0,9528.0,9287.0,6996.0,4530.0,4818.0,5244.0,3107.0,2596.0,1703.0,1272.0,1021.0,1562.0,1556.0,1095.0,1304.0,1201.0,1931.0,1068.0
cint,27,,,0.0,1196.0,2571.0,1007.0,32.0,29.0,0.0,171.0,72.0,62.0,112.0,447.0,41.0,52.0,78.0,87.0,51.0,48.0,43.0,56.0,175.0,19.0,17.0,49.0
cint,28,,,23.0,3737.0,3612.0,8041.0,7355.0,7862.0,7695.0,6123.0,5047.0,3926.0,2758.0,728.0,488.0,940.0,939.0,1292.0,900.0,719.0,667.0,501.0,555.0,308.0,536.0,631.0
cint,29,,,0.0,9.0,16.0,19.0,33.0,38.0,17.0,29.0,51.0,72.0,45.0,14.0,102.0,41.0,45.0,19.0,33.0,31.0,81.0,138.0,225.0,298.0,358.0,122.0
cint,30,,,7.0,887.0,3316.0,4922.0,6694.0,5487.0,4706.0,4959.0,4930.0,4916.0,4514.0,4385.0,4410.0,4220.0,3715.0,3249.0,2186.0,1365.0,2235.0,3124.0,4147.0,1927.0,1103.0,999.0
cint,31,,,4.0,101.0,303.0,666.0,935.0,1863.0,3711.0,4074.0,4932.0,5035.0,5126.0,5019.0,4374.0,2894.0,2255.0,1529.0,1455.0,1853.0,1869.0,1838.0,2002.0,1410.0,2090.0,2813.0
cint,32,,,1.0,1474.0,1689.0,1835.0,1492.0,700.0,1317.0,1801.0,2550.0,2168.0,1861.0,1734.0,1165.0,959.0,711.0,585.0,690.0,657.0,896.0,577.0,575.0,473.0,928.0,849.0
alie,01,589.0,654.0,657.0,776.0,860.0,869.0,728.0,310.0,380.0,370.0,454.0,729.0,808.0,938.0,798.0,775.0,522.0,624.0,711.0,431.0,261.0,116.0,482.0,587.0,893.0,834.0
alie,02,1142.0,1762.0,1935.0,1565.0,1626.0,2723.0,3149.0,2915.0,2910.0,3060.0,2901.0,3101.0,3004.0,2329.0,1746.0,2495.0,2456.0,1650.0,1471.0,712.0,574.0,594.0,610.0,486.0,517.0,609.0
alie,03,292.0,465.0,586.0,641.0,497.0,511.0,612.0,570.0,467.0,440.0,555.0,640.0,768.0,555.0,536.0,473.0,562.0,476.0,326.0,290.0,151.0,153.0,159.0,211.0,231.0,696.0
alie,04,129.0,309.0,299.0,316.0,312.0,324.0,385.0,356.0,487.0,677.0,605.0,527.0,362.0,357.0,446.0,396.0,365.0,358.0,314.0,284.0,321.0,362.0,360.0,197.0,276.0,305.0
alie,05,2001.0,2240.0,2190.0,2129.0,2466.0,2284.0,2511.0,2499.0,2147.0,2285.0,2144.0,1627.0,1429.0,1285.0,889.0,835.0,841.0,1135.0,1003.0,856.0,742.0,757.0,813.0,576.0,679.0,689.0
alie,06,238.0,325.0,320.0,388.0,520.0,534.0,498.0,570.0,680.0,605.0,686.0,790.0,788.0,960.0,750.0,791.0,575.0,552.0,383.0,247.0,119.0,115.0,67.0,114.0,112.0,159.0
alie,07,397.0,230.0,186.0,261.0,380.0,592.0,813.0,713.0,574.0,438.0,549.0,686.0,629.0,507.0,394.0,330.0,289.0,201.0,294.0,177.0,143.0,174.0,161.0,138.0,155.0,177.0
alie,08,3012.0,3552.0,4511.0,4601.0,3586.0,3016.0,2961.0,3318.0,3384.0,3668.0,3293.0,3636.0,3377.0,2869.0,2354.0,1640.0,1949.0,1560.0,2101.0,2026.0,1976.0,1693.0,2085.0,2188.0,2562.0,1643.0
alie,09,1192.0,894.0,749.0,722.0,957.0,932.0,583.0,455.0,593.0,623.0,707.0,547.0,575.0,629.0,449.0,560.0,378.0,261.0,129.0,141.0,92.0,119.0,138.0,97.0,95.0,120.0
alie,10,707.0,835.0,1176.0,1587.0,1612.0,1312.0,1479.0,1510.0,1390.0,1461.0,1479.0,1588.0,1458.0,1160.0,1298.0,1037.0,864.0,969.0,880.0,932.0,916.0,901.0,745.0,622.0,658.0,633.0
alie,11,1237.0,878.0,882.0,1345.0,1884.0,2228.0,2367.0,2619.0,2821.0,2896.0,2775.0,2772.0,2602.0,2826.0,2931.0,2682.0,2423.0,1687.0,1616.0,1477.0,1210.0,1032.0,1192.0,1088.0,1246.0,1311.0
alie,12,412.0,477.0,467.0,146.0,671.0,686.0,781.0,677.0,783.0,721.0,758.0,709.0,844.0,911.0,970.0,768.0,817.0,619.0,575.0,526.0,501.0,474.0,506.0,377.0,427.0,598.0
alie,13,126.0,158.0,127.0,245.0,167.0,391.0,548.0,607.0,537.0,600.0,587.0,494.0,393.0,529.0,359.0,287.0,294.0,240.0,253.0,203.0,117.0,61.0,93.0,103.0,97.0,211.0
alie,14,798.0,559.0,4390.0,5010.0,829.0,1132.0,1095.0,1182.0,993.0,816.0,827.0,1076.0,1054.0,983.0,837.0,700.0,553.0,501.0,362.0,275.0,241.0,282.0,252.0,207.0,185.0,205.0
alie,15,377.0,500.0,897.0,480.0,473.0,354.0,942.0,404.0,421.0,407.0,308.0,198.0,125.0,96.0,131.0,123.0,143.0,100.0,82.0,92.0,72.0,104.0,136.0,248.0,617.0,810.0
alie,16,291.0,412.0,316.0,326.0,543.0,536.0,550.0,629.0,610.0,654.0,490.0,562.0,380.0,355.0,428.0,534.0,861.0,670.0,654.0,851.0,905.0,956.0,1038.0,1048.0,1025.0,1091.0
alie,17,69.0,144.0,152.0,99.0,308.0,288.0,210.0,653.0,766.0,1468.0,1671.0,1490.0,1239.0,1205.0,1250.0,1147.0,1209.0,1047.0,959.0,1061.0,1053.0,914.0,891.0,752.0,672.0,601.0
alie,18,261.0,168.0,97.0,386.0,254.0,540.0,597.0,565.0,446.0,438.0,315.0,274.0,342.0,301.0,214.0,383.0,286.0,275.0,273.0,170.0,91.0,86.0,64.0,27.0,58.0,86.0
alie,19,8198.0,9488.0,7437.0,12424.0,30862.0,11824.0,4089.0,4155.0,3026.0,3499.0,2612.0,2292.0,2220.0,2242.0,1402.0,1264.0,1727.0,2186.0,1932.0,1850.0,1404.0,1357.0,1561.0,1339.0,1748.0,3605.0
alie,20,383.0,416.0,384.0,120.0,350.0,447.0,531.0,471.0,523.0,239.0,595.0,552.0,587.0,631.0,843.0,858.0,742.0,661.0,598.0,489.0,533.0,525.0,580.0,444.0,492.0,503.0
alie,21,159.0,287.0,301.0,143.0,470.0,665.0,1056.0,667.0,652.0,780.0,1272.0,900.0,1197.0,1159.0,1051.0,1097.0,1025.0,755.0,756.0,527.0,450.0,366.0,451.0,356.0,377.0,478.0
alie,22,66.0,137.0,221.0,240.0,337.0,364.0,428.0,474.0,289.0,623.0,320.0,291.0,158.0,149.0,185.0,230.0,255.0,303.0,315.0,220.0,213.0,214.0,232.0,307.0,360.0,415.0
alie,23,1159.0,1144.0,1353.0,1249.0,1300.0,1461.0,1459.0,1596.0,1651.0,1624.0,1702.0,1540.0,1487.0,1369.0,1295.0,1284.0,1085.0,715.0,895.0,745.0,654.0,528.0,538.0,482.0,738.0,663.0
alie,24,635.0,820.0,909.0,818.0,815.0,823.0,716.0,974.0,1003.0,998.0,840.0,557.0,432.0,516.0,437.0,482.0,448.0,388.0,361.0,246.0,214.0,196.0,173.0,209.0,245.0,255.0
alie,25,887.0,747.0,1109.0,939.0,1126.0,1195.0,1138.0,1125.0,1428.0,1838.0,2343.0,1923.0,1669.0,1089.0,1052.0,1019.0,784.0,742.0,815.0,525.0,389.0,343.0,321.0,236.0,242.0,246.0
alie,26,1516.0,2610.0,2634.0,3137.0,3477.0,3436.0,3220.0,3106.0,3335.0,3725.0,3127.0,3007.0,2759.0,2504.0,2032.0,1887.0,1531.0,1203.0,1105.0,851.0,772.0,651.0,529.0,412.0,592.0,441.0
alie,27,263.0,381.0,378.0,312.0,410.0,666.0,563.0,595.0,229.0,233.0,228.0,223.0,395.0,494.0,455.0,492.0,502.0,364.0,334.0,262.0,105.0,101.0,156.0,46.0,72.0,169.0
alie,28,1618.0,2199.0,2725.0,2702.0,2802.0,3578.0,3974.0,3752.0,4279.0,3219.0,2766.0,3295.0,2397.0,1467.0,1184.0,1220.0,1319.0,984.0,1081.0,1124.0,1175.0,986.0,1083.0,802.0,848.0,885.0
alie,29,70.0,61.0,98.0,7.0,119.0,99.0,103.0,74.0,89.0,68.0,98.0,102.0,118.0,61.0,188.0,171.0,140.0,96.0,107.0,103.0,90.0,71.0,13.0,32.0,57.0,44.0
alie,30,249.0,200.0,305.0,1546.0,392.0,588.0,768.0,709.0,892.0,948.0,960.0,933.0,694.0,603.0,466.0,558.0,416.0,347.0,280.0,162.0,145.0,182.0,303.0,285.0,246.0,203.0
alie,31,575.0,869.0,1040.0,1064.0,1161.0,1450.0,1448.0,1381.0,1409.0,1497.0,1991.0,2045.0,1991.0,1700.0,1766.0,1604.0,1337.0,1135.0,996.0,1093.0,1088.0,1103.0,1230.0,828.0,1179.0,1515.0
alie,32,364.0,356.0,422.0,506.0,632.0,582.0,616.0,588.0,634.0,594.0,535.0,509.0,448.0,381.0,333.0,375.0,401.0,337.0,255.0,195.0,184.0,162.0,149.0,184.0,168.0,117.0
edad,01,1965.0,1974.0,1812.0,2770.0,2654.0,2591.0,2492.0,1844.0,2279.0,2263.0,2620.0,2765.0,2144.0,2384.0,2062.0,1947.0,1770.0,1692.0,1619.0,1554.0,1480.0,1443.0,1448.0,1519.0,1657.0,1681.0
edad,02,8846.0,4774.0,3431.0,6310.0,6847.0,8642.0,8715.0,9523.0,10770.0,10520.0,10303.0,12229.0,7363.0,6974.0,5161.0,5133.0,5498.0,4970.0,4606.0,3131.0,5845.0,5404.0,3766.0,3525.0,3322.0,2919.0
edad,03,1596.0,1225.0,1078.0,1960.0,1894.0,1794.0,1713.0,1444.0,1619.0,1928.0,2680.0,2637.0,2112.0,1744.0,1762.0,1588.0,1851.0,1648.0,1468.0,1204.0,1048.0,1003.0,1056.0,864.0,1086.0,1589.0
edad,04,440.0,776.0,862.0,1079.0,1046.0,1084.0,1171.0,1098.0,2263.0,1844.0,1770.0,1358.0,1320.0,1524.0,1437.0,1141.0,1270.0,1299.0,1068.0,974.0,788.0,917.0,800.0,616.0,699.0,723.0
edad,05,7806.0,6907.0,7124.0,9789.0,10416.0,10084.0,9978.0,9025.0,9143.0,10130.0,10121.0,8423.0,6239.0,5438.0,4124.0,3756.0,3508.0,4840.0,4653.0,5106.0,5081.0,4275.0,4287.0,3357.0,3769.0,3590.0
edad,06,950.0,1267.0,1806.0,1357.0,2122.0,2076.0,1915.0,2085.0,2332.0,2294.0,2651.0,3139.0,2364.0,2459.0,2471.0,2340.0,2171.0,2194.0,1792.0,1674.0,1374.0,1236.0,1207.0,1508.0,1430.0,1421.0
edad,07,1440.0,1328.0,1157.0,2136.0,2751.0,3498.0,3960.0,4225.0,4104.0,3536.0,3026.0,2886.0,911.0,521.0,1825.0,1510.0,311.0,176.0,102.0,327.0,359.0,361.0,304.0,308.0,304.0,262.0
edad,08,18820.0,23898.0,14493.0,20754.0,14723.0,14223.0,23829.0,27453.0,28160.0,27320.0,25425.0,19363.0,16385.0,14339.0,8604.0,4068.0,6421.0,4630.0,10516.0,10236.0,9414.0,8328.0,8500.0,6462.0,8430.0,6989.0
edad,09,10185.0,8325.0,6814.0,2283.0,9742.0,10760.0,10946.0,10328.0,6542.0,6681.0,5272.0,4652.0,3989.0,1646.0,1417.0,1852.0,4235.0,3651.0,3270.0,3038.0,3234.0,2799.0,2582.0,1631.0,1653.0,1701.0
edad,10,3080.0,3055.0,2844.0,3838.0,4347.0,4693.0,4687.0,4477.0,5194.0,5557.0,5217.0,3447.0,3008.0,2551.0,2604.0,2296.0,1799.0,2009.0,1804.0,2030.0,2011.0,2093.0,1890.0,2032.0,3016.0,3467.0
edad,11,5075.0,3629.0,3259.0,7044.0,7992.0,9342.0,11030.0,11735.0,11967.0,12320.0,10646.0,15011.0,6054.0,7166.0,7169.0,7354.0,6557.0,5574.0,5558.0,6932.0,6891.0,6371.0,5786.0,5079.0,4966.0,5598.0
edad,12,2478.0,2080.0,1846.0,306.0,3198.0,3258.0,3561.0,3536.0,3506.0,3608.0,3013.0,2263.0,1978.0,1482.0,1326.0,1539.0,1557.0,1172.0,1014.0,1228.0,1439.0,1369.0,1384.0,1038.0,991.0,1073.0
edad,13,1504.0,1324.0,1716.0,210.0,2772.0,2807.0,3469.0,4190.0,3186.0,3174.0,3063.0,2518.0,1487.0,1401.0,2807.0,3111.0,662.0,896.0,927.0,895.0,1050.0,1028.0,928.0,715.0,672.0,934.0
edad,14,11024.0,7795.0,13445.0,14408.0,19402.0,22403.0,21024.0,25344.0,23146.0,34399.0,30089.0,25569.0,26855.0,26178.0,27623.0,30354.0,30106.0,23316.0,22444.0,17501.0,13852.0,8834.0,6936.0,4696.0,3290.0,3642.0
edad,15,4720.0,6397.0,9156.0,7557.0,9224.0,11765.0,10171.0,9733.0,9526.0,12379.0,11704.0,16940.0,5093.0,3675.0,2633.0,2208.0,3324.0,3166.0,3431.0,3751.0,4161.0,3903.0,4492.0,4267.0,4378.0,4315.0
edad,16,2334.0,2202.0,1784.0,2285.0,3625.0,4098.0,3783.0,4333.0,4308.0,4403.0,3323.0,4975.0,3935.0,3476.0,3441.0,3660.0,3581.0,2908.0,2706.0,3962.0,4208.0,4206.0,3772.0,3868.0,4040.0,4751.0
edad,17,564.0,501.0,532.0,269.0,2013.0,1791.0,2574.0,3623.0,3688.0,5863.0,4502.0,3228.0,2913.0,3034.0,2832.0,2718.0,2688.0,2583.0,2489.0,2975.0,2825.0,2775.0,3187.0,2377.0,2407.0,2448.0
edad,18,704.0,405.0,253.0,888.0,1383.0,2605.0,2522.0,2081.0,1576.0,1642.0,1515.0,1586.0,1038.0,885.0,686.0,895.0,800.0,757.0,748.0,650.0,491.0,449.0,420.0,281.0,464.0,650.0
edad,19,20729.0,23579.0,20238.0,26680.0,32235.0,35611.0,34845.0,35819.0,33022.0,32976.0,30442.0,31343.0,17544.0,22191.0,16396.0,18741.0,18396.0,22229.0,18341.0,21547.0,22200.0,22541.0,19727.0,14939.0,16764.0,17290.0
edad,20,1641.0,1902.0,1425.0,1355.0,2220.0,2455.0,2715.0,3002.0,3124.0,1153.0,2610.0,2311.0,955.0,995.0,1180.0,1903.0,856.0,874.0,824.0,1175.0,1238.0,1034.0,1381.0,1093.0,1250.0,1371.0
edad,21,1246.0,1326.0,1088.0,1081.0,6916.0,7694.0,13120.0,12582.0,11160.0,10874.0,12540.0,10748.0,1992.0,1266.0,1636.0,1933.0,1131.0,1693.0,3099.0,2609.0,2141.0,1745.0,1700.0,1572.0,1797.0,3096.0
edad,22,2448.0,2321.0,2770.0,3851.0,5145.0,4653.0,5417.0,8618.0,9129.0,8061.0,5778.0,5622.0,3771.0,4449.0,5621.0,5245.0,5276.0,4214.0,4232.0,4810.0,4350.0,4583.0,4293.0,3115.0,3433.0,3246.0
edad,23,3314.0,3117.0,2720.0,2144.0,2134.0,2435.0,2423.0,4007.0,4182.0,4771.0,4709.0,4227.0,3957.0,3310.0,3505.0,3565.0,3440.0,2540.0,2294.0,2094.0,1788.0,1562.0,1851.0,1352.0,2231.0,2163.0
edad,24,2193.0,2372.0,1820.0,3190.0,3115.0,3026.0,3046.0,4118.0,4046.0,4368.0,3936.0,2896.0,1953.0,1764.0,1621.0,1730.0,1420.0,1575.0,1614.0,1373.0,1327.0,1557.0,1695.0,1458.0,1629.0,2266.0
edad,25,5473.0,2884.0,2466.0,4569.0,5041.0,5008.0,4693.0,4758.0,6764.0,9544.0,8422.0,9038.0,5435.0,4212.0,3863.0,2894.0,2474.0,2312.0,3199.0,2707.0,2794.0,2616.0,2597.0,2088.0,2212.0,2134.0
edad,26,11331.0,11136.0,9802.0,12659.0,12242.0,10003.0,9648.0,10381.0,10582.0,9585.0,8535.0,7529.0,5134.0,4717.0,4425.0,4214.0,3605.0,3406.0,3766.0,3965.0,4583.0,4553.0,4889.0,3777.0,6334.0,7184.0
edad,27,1710.0,1051.0,1568.0,1454.0,2091.0,1619.0,1776.0,1933.0,1351.0,1701.0,1513.0,1849.0,972.0,793.0,988.0,782.0,691.0,613.0,623.0,353.0,180.0,144.0,154.0,138.0,304.0,247.0
edad,28,5496.0,5198.0,7466.0,9211.0,9877.0,13169.0,14399.0,13459.0,13289.0,13106.0,11975.0,10665.0,6714.0,4507.0,3751.0,4440.0,3685.0,2936.0,4152.0,3998.0,3971.0,3381.0,3807.0,2725.0,3283.0,3632.0
edad,29,222.0,203.0,580.0,120.0,766.0,661.0,624.0,615.0,750.0,524.0,602.0,1255.0,1293.0,1031.0,1633.0,1695.0,823.0,825.0,794.0,705.0,932.0,897.0,561.0,554.0,570.0,522.0
edad,30,2650.0,2069.0,2513.0,685.0,4281.0,4768.0,5278.0,4998.0,6045.0,5190.0,4932.0,3919.0,3275.0,2729.0,2410.0,2790.0,2664.0,2806.0,2405.0,1850.0,2356.0,3323.0,3320.0,2807.0,2655.0,2572.0
edad,31,2425.0,1691.0,2569.0,2113.0,2232.0,2660.0,2730.0,2617.0,2786.0,3443.0,3071.0,3164.0,3091.0,3068.0,2980.0,2684.0,2456.0,2016.0,1959.0,2070.0,2290.0,2186.0,2192.0,1552.0,2326.0,2753.0
edad,32,1295.0,997.0,1221.0,1885.0,1998.0,2200.0,1602.0,1280.0,1653.0,1645.0,1784.0,1609.0,1314.0,1255.0,889.0,896.0,988.0,1009.0,1058.0,862.0,999.0,1000.0,1079.0,1013.0,896.0,918.0
sexo,01,3202.0,3283.0,3637.0,4495.0,4263.0,4683.0,4416.0,3285.0,4413.0,4207.0,4547.0,5106.0,4580.0,5223.0,4121.0,3822.0,3409.0,3320.0,3239.0,3083.0,3119.0,3103.0,3059.0,3243.0,3660.0,3495.0
sexo,02,10405.0,6788.0,8664.0,10008.0,10813.0,13944.0,14415.0,15541.0,17140.0,17078.0,16318.0,20077.0,16828.0,16228.0,12469.0,12333.0,11457.0,11802.0,9739.0,7226.0,13848.0,11061.0,8348.0,8564.0,8920.0,9272.0
sexo,03,1863.0,1740.0,2099.0,3097.0,3091.0,3056.0,2893.0,2478.0,2796.0,3311.0,4295.0,4301.0,4280.0,3951.0,3718.0,3432.0,4080.0,3913.0,3382.0,2707.0,2437.0,2368.0,2515.0,2076.0,2424.0,3811.0
sexo,04,641.0,1364.0,1922.0,2282.0,2089.0,2108.0,2287.0,2216.0,3473.0,4107.0,3825.0,3381.0,3608.0,3852.0,3490.0,3162.0,3413.0,3531.0,3011.0,2797.0,2483.0,2633.0,2781.0,2440.0,2546.0,2835.0
sexo,05,11305.0,11835.0,11844.0,16854.0,18707.0,18255.0,17233.0,16003.0,15760.0,17697.0,17365.0,14615.0,12015.0,10645.0,8120.0,7637.0,7090.0,10364.0,10711.0,11416.0,11189.0,9881.0,9908.0,7992.0,8688.0,8259.0
sexo,06,1393.0,2390.0,2749.0,3723.0,3816.0,3569.0,3632.0,3726.0,4200.0,4067.0,4851.0,6051.0,5356.0,5854.0,5771.0,5543.0,5521.0,5696.0,5352.0,5539.0,4706.0,4315.0,4656.0,4379.0,5114.0,5291.0
sexo,07,2004.0,1840.0,1110.0,2592.0,3134.0,4672.0,5094.0,4919.0,4810.0,4122.0,3505.0,3332.0,2939.0,2784.0,2866.0,2189.0,1761.0,1724.0,1522.0,1916.0,2653.0,2681.0,2800.0,2488.0,2715.0,3231.0
sexo,08,19561.0,23812.0,23527.0,28582.0,22078.0,21134.0,29240.0,32422.0,32596.0,30552.0,29168.0,26998.0,25911.0,24392.0,17872.0,7440.0,14562.0,9317.0,22301.0,21263.0,19291.0,17040.0,19104.0,15713.0,21174.0,16945.0
sexo,09,10786.0,9196.0,8310.0,10074.0,12841.0,14910.0,13421.0,13759.0,15519.0,16389.0,13420.0,11899.0,10032.0,11518.0,12228.0,13158.0,11776.0,10691.0,9546.0,8829.0,9375.0,8546.0,7735.0,4802.0,4953.0,5356.0
sexo,10,4123.0,4437.0,4837.0,6222.0,6984.0,7542.0,7510.0,7255.0,8395.0,9352.0,9259.0,6466.0,5716.0,4963.0,4954.0,4350.0,3689.0,4027.0,3810.0,4092.0,4179.0,4493.0,4261.0,4559.0,7723.0,8313.0
sexo,11,7603.0,4883.0,4821.0,10210.0,11886.0,13915.0,16270.0,17876.0,18417.0,18936.0,16575.0,16621.0,14906.0,15128.0,14714.0,14768.0,14751.0,12857.0,15353.0,15657.0,16028.0,15192.0,15508.0,12254.0,11934.0,13016.0
sexo,12,2412.0,2066.0,2046.0,2793.0,3927.0,3899.0,4174.0,4165.0,4183.0,4511.0,4014.0,3854.0,4491.0,3735.0,2835.0,3444.0,3624.0,2901.0,2458.0,3186.0,3691.0,4109.0,4557.0,4275.0,4673.0,6371.0
sexo,13,1845.0,1670.0,1899.0,2622.0,3876.0,4467.0,5231.0,6391.0,4968.0,4815.0,4414.0,3307.0,3208.0,3716.0,3551.0,3576.0,3264.0,3558.0,3014.0,2522.0,2658.0,2609.0,2443.0,1932.0,1843.0,2651.0
